****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       217    71.728     3.329     4.374     1.676    -5.676    26.843    71.728  1024.616     1.394    31.565     7.927     0.066    35.864
       218    73.162     3.373     4.423     1.687    -5.610    27.371    73.162  1024.622     1.367    31.573     7.928     0.066    36.581
       219    74.625     3.418     4.474     1.698    -5.543    27.907    74.625  1024.629     1.340    31.581     7.930     0.066    37.312
       220    76.117     3.463     4.525     1.708    -5.475    28.450    76.117  1024.635     1.314    31.590     7.931     0.066    38.058
       221    77.638     3.509     4.576     1.719    -5.408    29.001    77.638  1024.641     1.288    31.598     7.932     0.066    38.819
       222    79.191     3.556     4.627     1.729    -5.339    29.560    79.191  1024.647     1.263    31.606     7.934     0.066    39.595
       223    80.774     3.603     4.679     1.740    -5.271    30.127    80.774  1024.653     1.238    31.613     7.935     0.067    40.387
       224    82.389     3.650     4.732     1.750    -5.201    30.702    82.389  1024.658     1.214    31.621     7.936     0.067    41.195
       225    84.036     3.698     4.785     1.760    -5.132    31.285    84.036  1024.664     1.190    31.628     7.938     0.067    42.018
       226    85.717     3.747     4.838     1.770    -5.061    31.876    85.717  1024.670     1.167    31.636     7.939     0.067    42.858
       227    87.431     3.796     4.892     1.781    -4.990    32.475    87.431  1024.675     1.144    31.643     7.940     0.067    43.715
       228    89.179     3.846     4.947     1.791    -4.919    33.082    89.179  1024.680     1.121    31.650     7.941     0.068    44.589
       229    90.962     3.896     5.001     1.801    -4.847    33.698    90.962  1024.686     1.099    31.657     7.942     0.068    45.481
       230    92.781     3.947     5.057     1.811    -4.775    34.322    92.781  1024.691     1.078    31.663     7.944     0.068    46.390
       231    94.636     3.998     5.113     1.821    -4.702    34.954    94.636  1024.696     1.057    31.670     7.945     0.068    47.318
       232    96.528     4.050     5.169     1.830    -4.629    35.596    96.528  1024.701     1.036    31.676     7.946     0.068    48.264
       233    98.458     4.102     5.226     1.840    -4.555    36.245    98.458  1024.705     1.016    31.683     7.947     0.068    49.229
       234   100.427     4.155     5.283     1.850    -4.480    36.904   100.427  1024.710     0.996    31.689     7.948     0.069    50.213
       235   102.435     4.209     5.341     1.860    -4.406    37.571   102.435  1024.715     0.976    31.695     7.949     0.069    51.217
       236   104.483     4.263     5.399     1.869    -4.330    38.248   104.483  1024.719     0.957    31.701     7.950     0.069    52.242
       237   106.572     4.318     5.458     1.879    -4.254    38.933   106.572  1024.724     0.938    31.707     7.951     0.069    53.286
       238   108.703     4.373     5.518     1.888    -4.178    39.628   108.703  1024.728     0.920    31.713     7.952     0.069    54.352
       239   110.877     4.429     5.578     1.898    -4.101    40.331   110.877  1024.732     0.902    31.718     7.953     0.070    55.438
       240   113.094     4.486     5.639     1.907    -4.024    41.044   113.094  1024.737     0.884    31.724     7.954     0.070    56.547
       241   115.355     4.543     5.700     1.916    -3.946    41.766   115.355  1024.741     0.867    31.729     7.955     0.070    57.678
       242   117.662     4.601     5.762     1.925    -3.867    42.498   117.662  1024.745     0.850    31.735     7.955     0.070    58.831
       243   120.015     4.660     5.824     1.934    -3.789    43.237   120.015  1024.748     0.833    31.740     7.958     0.071    60.007
       244   122.415     4.720     5.886     1.943    -3.710    43.982   122.415  1024.752     0.817    31.745     7.964     0.072    61.207
       245   124.863     4.784     5.949     1.952    -3.632    44.731   124.863  1024.754     0.801    31.750     7.973     0.072    62.431
       246   127.360     4.850     6.012     1.961    -3.555    45.481   127.360  1024.756     0.785    31.755     7.985     0.073    63.680
       247   129.907     4.920     6.074     1.970    -3.479    46.231   129.907  1024.758     0.770    31.760     8.000     0.073    64.953
       248   132.505     4.993     6.137     1.978    -3.404    46.982   132.505  1024.759     0.755    31.764     8.018     0.074    66.252
       249   135.155     5.069     6.199     1.986    -3.330    47.733   135.155  1024.760     0.740    31.769     8.038     0.074    67.577
       250   137.648     5.144     6.256     1.994    -3.263    48.426   137.648  1024.760     0.726    31.773     8.059     0.075    68.824
---------------------------- Plume traps -----------------------------
       251   139.931     5.216     6.307     2.000    -3.205    49.042   139.931  1024.760     0.715    31.777     8.079     0.076    69.965
       252   142.017     5.283     6.352     2.006    -3.154    49.591   142.017  1024.760     0.704    31.780     8.100     0.076    71.009
       253   143.952     5.346     6.393     2.011    -3.108    50.088   143.952  1024.759     0.695    31.783     8.120     0.076    71.976
       254   145.770     5.405     6.431     2.016    -3.067    50.546   145.770  1024.758     0.686    31.786     8.140     0.077    72.885
       255   147.499     5.462     6.466     2.020    -3.029    50.976   147.499  1024.758     0.678    31.788     8.159     0.077    73.750
       256   149.157     5.517     6.500     2.024    -2.993    51.382   149.157  1024.757     0.670    31.791     8.178     0.077    74.579
       257   150.757     5.571     6.532     2.028    -2.960    51.768   150.757  1024.756     0.663    31.793     8.197     0.078    75.378
------------------------- merging happened ---------------------------
       258   152.306     5.623     6.562     2.031    -2.928    52.138   152.306  1024.755     0.657    31.795     8.215     0.078    76.153
       259   153.668     5.672     6.591     2.035    -2.899    52.494   153.668  1024.754     0.651    31.797     8.232     0.078    76.153
       260   155.017     5.722     6.621     2.038    -2.869    52.859   155.017  1024.753     0.645    31.799     8.248     0.078    76.326
       261   156.331     5.774     6.651     2.042    -2.839    53.220   156.331  1024.752     0.640    31.800     8.265     0.078    77.135
       262   157.626     5.828     6.680     2.045    -2.811    53.574   157.626  1024.750     0.634    31.802     8.281     0.079    77.943
       263   158.845     5.881     6.708     2.048    -2.784    53.917   158.845  1024.749     0.630    31.803     8.297     0.079    78.717
       264   160.015     5.935     6.736     2.051    -2.758    54.255   160.015  1024.748     0.625    31.805     8.312     0.079    79.469
       265   161.123     5.987     6.763     2.055    -2.732    54.588   161.123  1024.747     0.621    31.806     8.326     0.079    80.191
       266   162.186     6.039     6.790     2.058    -2.707    54.918   162.186  1024.746     0.617    31.807     8.341     0.080    80.892
       267   163.197     6.091     6.816     2.060    -2.683    55.243   163.197  1024.745     0.613    31.809     8.354     0.080    81.569
       268   164.164     6.142     6.843     2.063    -2.659    55.565   164.164  1024.744     0.609    31.810     8.367     0.080    82.224
       269   165.084     6.193     6.869     2.066    -2.637    55.882   165.084  1024.743     0.606    31.811     8.380     0.080    82.857
       270   165.961     6.243     6.894     2.069    -2.614    56.195   165.961  1024.742     0.603    31.812     8.392     0.080    83.469
       271   166.796     6.292     6.920     2.072    -2.593    56.504   166.796  1024.741     0.600    31.813     8.404     0.080    84.059
       272   167.592     6.340     6.945     2.074    -2.571    56.809   167.592  1024.740     0.597    31.814     8.415     0.081    84.629
       273   168.349     6.388     6.969     2.077    -2.551    57.109   168.349  1024.739     0.594    31.815     8.426     0.081    85.180
       274   169.069     6.435     6.993     2.080    -2.531    57.405   169.069  1024.738     0.591    31.815     8.436     0.081    85.712
---------------------------- Plume surfaces --------------------------
       275   169.754     6.481     7.017     2.082    -2.512    57.696   169.754  1024.737     0.589    31.816     8.446     0.081    86.225
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :     109.59 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time    Bckgrd     Conc.
        ()       (m)       (m)    (hrs.)    (mg/L)    (mg/L)
   169.754   109.610     7.320     0.000     0.000     0.589
   169.754   109.850     8.000     0.004     0.000     0.575
   169.754   110.204     9.000     0.010     0.000     0.575
   169.754   110.558    10.000     0.016     0.000     0.575
   169.754   110.913    11.000     0.021     0.000     0.575
   169.754   111.268    12.000     0.027     0.000     0.575
   169.754   111.618    13.000     0.033     0.000     0.575
   169.754   111.969    14.000     0.038     0.000     0.575
   169.754   112.320    15.000     0.044     0.000     0.575
   169.754   112.671    16.000     0.049     0.000     0.575
   169.754   113.023    17.000     0.055     0.000     0.575
   169.754   113.373    18.000     0.061     0.000     0.575
   169.754   113.724    19.000     0.066     0.000     0.575
   169.754   114.075    20.000     0.072     0.000     0.575
   169.754   114.426    21.000     0.077     0.000     0.575
   169.754   114.778    22.000     0.083     0.000     0.575
   169.754   115.129    23.000     0.089     0.000     0.575
   169.754   115.481    24.000     0.094     0.000     0.575
   169.754   115.833    25.000     0.100     0.000     0.575
   169.754   116.186    26.000     0.105     0.000     0.575
   169.755   116.538    27.000     0.111     0.000     0.575
   169.755   116.891    28.000     0.116     0.000     0.575
   169.755   117.244    29.000     0.122     0.000     0.575
   169.756   117.598    30.000     0.128     0.000     0.575
   169.757   117.952    31.000     0.133     0.000     0.575
   169.758   118.306    32.000     0.139     0.000     0.575
   169.759   118.660    33.000     0.144     0.000     0.575
   169.762   119.015    34.000     0.150     0.000     0.575
   169.765   119.370    35.000     0.155     0.000     0.575
   169.768   119.725    36.000     0.161     0.000     0.575
   169.773   120.081    37.000     0.167     0.000     0.575
   169.779   120.436    38.000     0.172     0.000     0.575
   169.786   120.793    39.000     0.178     0.000     0.575
   169.795   121.149    40.000     0.183     0.000     0.575
   169.805   121.506    41.000     0.189     0.000     0.575
   169.817   121.863    42.000     0.194     0.000     0.575
   169.831   122.221    43.000     0.200     0.000     0.575
   169.847   122.578    44.000     0.205     0.000     0.575
   169.866   122.937    45.000     0.211     0.000     0.575
   169.887   123.295    46.000     0.217     0.000     0.574
   169.910   123.654    47.000     0.222     0.000     0.574
   169.937   124.013    48.000     0.228     0.000     0.574
   169.966   124.372    49.000     0.233     0.000     0.574
   169.999   124.732    50.000     0.239     0.000     0.574
   170.035   125.092    51.000     0.244     0.000     0.574
   170.074   125.452    52.000     0.250     0.000     0.574
   170.116   125.813    53.000     0.255     0.000     0.574
   170.162   126.174    54.000     0.261     0.000     0.574
   170.212   126.535    55.000     0.267     0.000     0.574
   170.266   126.897    56.000     0.272     0.000     0.573
   170.323   127.258    57.000     0.278     0.000     0.573
   170.385   127.621    58.000     0.283     0.000     0.573
   170.450   127.983    59.000     0.289     0.000     0.573
   170.520   128.346    60.000     0.294     0.000     0.573
   170.593   128.709    61.000     0.300     0.000     0.572
   170.671   129.072    62.000     0.305     0.000     0.572
   170.753   129.436    63.000     0.311     0.000     0.572
   170.839   129.800    64.000     0.317     0.000     0.572
   170.930   130.165    65.000     0.322     0.000     0.572
   171.024   130.529    66.000     0.328     0.000     0.571
   171.123   130.894    67.000     0.333     0.000     0.571
   171.227   131.259    68.000     0.339     0.000     0.571
   171.334   131.625    69.000     0.344     0.000     0.571
   171.446   131.991    70.000     0.350     0.000     0.571
   171.562   132.357    71.000     0.355     0.000     0.569
   171.682   132.724    72.000     0.361     0.000     0.569
   171.807   133.090    73.000     0.366     0.000     0.569
   171.936   133.457    74.000     0.372     0.000     0.569
   172.069   133.825    75.000     0.378     0.000     0.569
   172.207   134.193    76.000     0.383     0.000     0.567
   172.348   134.561    77.000     0.389     0.000     0.567
   172.494   134.929    78.000     0.394     0.000     0.567
   172.644   135.298    79.000     0.400     0.000     0.567
   172.798   135.667    80.000     0.405     0.000     0.567
   172.956   136.036    81.000     0.411     0.000     0.565
   173.117   136.405    82.000     0.416     0.000     0.565
   173.283   136.775    83.000     0.422     0.000     0.565
   173.453   137.145    84.000     0.427     0.000     0.565
   173.627   137.516    85.000     0.433     0.000     0.562
   173.805   137.887    86.000     0.439     0.000     0.562
   173.986   138.258    87.000     0.444     0.000     0.562
   174.171   138.629    88.000     0.450     0.000     0.562
   174.360   139.001    89.000     0.455     0.000     0.562
   174.553   139.373    90.000     0.461     0.000     0.560
   174.749   139.745    91.000     0.466     0.000     0.560
   174.949   140.118    92.000     0.472     0.000     0.560
   175.153   140.491    93.000     0.477     0.000     0.560
   175.360   140.864    94.000     0.483     0.000     0.560
   175.570   141.238    95.000     0.488     0.000     0.557
   175.784   141.612    96.000     0.494     0.000     0.557
   176.001   141.986    97.000     0.499     0.000     0.557
   176.222   142.360    98.000     0.505     0.000     0.557
   176.445   142.735    99.000     0.511     0.000     0.557
   176.673   143.110   100.000     0.516     0.000     0.553
   176.903   143.486   101.000     0.522     0.000     0.553
............................. Reached Chronic Mixing Zone ..........................
   177.136   143.861   102.000     0.527     0.000     0.553
   177.373   144.237   103.000     0.533     0.000     0.553
   177.612   144.614   104.000     0.538     0.000     0.553
   177.855   144.990   105.000     0.544     0.000     0.550
   178.101   145.367   106.000     0.549     0.000     0.550
   178.349   145.745   107.000     0.555     0.000     0.550
   178.601   146.122   108.000     0.560     0.000     0.550
   178.855   146.500   109.000     0.566     0.000     0.550
   179.112   146.878   110.000     0.571     0.000     0.546
   179.372   147.257   111.000     0.577     0.000     0.546
   179.635   147.636   112.000     0.582     0.000     0.546
   179.900   148.015   113.000     0.588     0.000     0.546
   180.168   148.394   114.000     0.594     0.000     0.546
   180.438   148.774   115.000     0.599     0.000     0.542
   180.712   149.154   116.000     0.605     0.000     0.542
   180.987   149.534   117.000     0.610     0.000     0.542
   181.266   149.915   118.000     0.616     0.000     0.542
   181.546   150.296   119.000     0.621     0.000     0.542
   181.830   150.677   120.000     0.627     0.000     0.538
   182.115   151.059   121.000     0.632     0.000     0.538
   182.403   151.441   122.000     0.638     0.000     0.538
   182.693   151.823   123.000     0.643     0.000     0.538
   182.986   152.205   124.000     0.649     0.000     0.534
   183.281   152.588   125.000     0.654     0.000     0.534
   183.578   152.971   126.000     0.660     0.000     0.534
   183.877   153.355   127.000     0.665     0.000     0.534
   184.179   153.738   128.000     0.671     0.000     0.534
   184.482   154.122   129.000     0.677     0.000     0.530
   184.788   154.507   130.000     0.682     0.000     0.530
   185.096   154.892   131.000     0.688     0.000     0.530
   185.406   155.276   132.000     0.693     0.000     0.530
   185.718   155.662   133.000     0.699     0.000     0.530
   186.032   156.047   134.000     0.704     0.000     0.526
   186.347   156.433   135.000     0.710     0.000     0.526
   186.665   156.819   136.000     0.715     0.000     0.526
   186.985   157.206   137.000     0.721     0.000     0.526
   187.307   157.593   138.000     0.726     0.000     0.526
   187.630   157.980   139.000     0.732     0.000     0.522
   187.956   158.367   140.000     0.737     0.000     0.522
   188.283   158.755   141.000     0.743     0.000     0.522
   188.612   159.143   142.000     0.748     0.000     0.522
   188.942   159.532   143.000     0.754     0.000     0.522
   189.275   159.920   144.000     0.759     0.000     0.517
   189.609   160.309   145.000     0.765     0.000     0.517
   189.945   160.699   146.000     0.770     0.000     0.517
   190.283   161.088   147.000     0.776     0.000     0.517
   190.622   161.478   148.000     0.782     0.000     0.517
   190.963   161.868   149.000     0.787     0.000     0.513
   191.305   162.259   150.000     0.793     0.000     0.513
   191.649   162.650   151.000     0.798     0.000     0.513
   191.995   163.041   152.000     0.804     0.000     0.513
   192.342   163.432   153.000     0.809     0.000     0.513
   192.691   163.824   154.000     0.815     0.000     0.509
   193.041   164.216   155.000     0.820     0.000     0.509
   193.393   164.608   156.000     0.826     0.000     0.509
   193.746   165.001   157.000     0.831     0.000     0.509
   194.101   165.394   158.000     0.837     0.000     0.509
   194.457   165.787   159.000     0.842     0.000     0.504
   194.815   166.181   160.000     0.848     0.000     0.504
   195.174   166.575   161.000     0.853     0.000     0.504
   195.534   166.969   162.000     0.859     0.000     0.504
   195.896   167.363   163.000     0.864     0.000     0.500
   196.259   167.758   164.000     0.870     0.000     0.500
   196.623   168.153   165.000     0.875     0.000     0.500
   196.989   168.549   166.000     0.881     0.000     0.500
   197.356   168.945   167.000     0.887     0.000     0.500
   197.724   169.341   168.000     0.892     0.000     0.495
   198.094   169.737   169.000     0.898     0.000     0.495
   198.465   170.134   170.000     0.903     0.000     0.495
   198.837   170.531   171.000     0.909     0.000     0.495
   199.210   170.928   172.000     0.914     0.000     0.495
   199.585   171.325   173.000     0.920     0.000     0.491
   199.961   171.723   174.000     0.925     0.000     0.491
   200.338   172.121   175.000     0.931     0.000     0.491
   200.716   172.520   176.000     0.936     0.000     0.491
   201.095   172.919   177.000     0.942     0.000     0.491
   201.476   173.318   178.000     0.947     0.000     0.487
   201.858   173.717   179.000     0.953     0.000     0.487
   202.240   174.117   180.000     0.958     0.000     0.487
   202.624   174.517   181.000     0.964     0.000     0.487
   203.009   174.917   182.000     0.969     0.000     0.487
   203.396   175.318   183.000     0.975     0.000     0.482
   203.783   175.718   184.000     0.980     0.000     0.482
   204.171   176.120   185.000     0.986     0.000     0.482
   204.560   176.521   186.000     0.992     0.000     0.482
   204.951   176.923   187.000     0.997     0.000     0.482
   205.342   177.325   188.000     1.003     0.000     0.478
   205.735   177.728   189.000     1.008     0.000     0.478
   206.128   178.130   190.000     1.014     0.000     0.478
   206.523   178.533   191.000     1.019     0.000     0.478
   206.918   178.937   192.000     1.025     0.000     0.478
   207.315   179.340   193.000     1.030     0.000     0.473
   207.712   179.744   194.000     1.036     0.000     0.473
   208.111   180.148   195.000     1.041     0.000     0.473
   208.510   180.553   196.000     1.047     0.000     0.473
   208.911   180.958   197.000     1.052     0.000     0.473
   209.312   181.363   198.000     1.058     0.000     0.469
   209.714   181.768   199.000     1.063     0.000     0.469
   210.117   182.174   200.000     1.069     0.000     0.469
   210.521   182.580   201.000     1.074     0.000     0.469
   210.926   182.986   202.000     1.080     0.000     0.469
   211.332   183.393   203.000     1.085     0.000     0.465
   211.739   183.800   204.000     1.091     0.000     0.465
   212.147   184.207   205.000     1.096     0.000     0.465
   212.555   184.615   206.000     1.102     0.000     0.465
   212.965   185.022   207.000     1.108     0.000     0.461
   213.375   185.430   208.000     1.113     0.000     0.461
   213.786   185.839   209.000     1.119     0.000     0.461
   214.198   186.248   210.000     1.124     0.000     0.461
   214.611   186.657   211.000     1.130     0.000     0.461
   215.025   187.066   212.000     1.135     0.000     0.456
   215.439   187.476   213.000     1.141     0.000     0.456
   215.855   187.885   214.000     1.146     0.000     0.456
   216.271   188.296   215.000     1.152     0.000     0.456
   216.688   188.706   216.000     1.157     0.000     0.456
   217.106   189.117   217.000     1.163     0.000     0.452
   217.524   189.528   218.000     1.168     0.000     0.452
   217.943   189.940   219.000     1.174     0.000     0.452
   218.364   190.351   220.000     1.179     0.000     0.452
   218.784   190.763   221.000     1.185     0.000     0.452
   219.206   191.175   222.000     1.190     0.000     0.448
   219.629   191.588   223.000     1.196     0.000     0.448
   220.052   192.001   224.000     1.201     0.000     0.448
   220.476   192.414   225.000     1.207     0.000     0.448
   220.900   192.828   226.000     1.212     0.000     0.448
   221.326   193.241   227.000     1.218     0.000     0.444
   221.752   193.655   228.000     1.224     0.000     0.444
   222.179   194.070   229.000     1.229     0.000     0.444
   222.606   194.484   230.000     1.235     0.000     0.444
   223.035   194.899   231.000     1.240     0.000     0.444
   223.464   195.315   232.000     1.246     0.000     0.440
   223.893   195.730   233.000     1.251     0.000     0.440
   224.324   196.146   234.000     1.257     0.000     0.440
   224.755   196.562   235.000     1.262     0.000     0.440
   225.187   196.979   236.000     1.268     0.000     0.440
   225.619   197.395   237.000     1.273     0.000     0.436
   226.052   197.812   238.000     1.279     0.000     0.436
   226.486   198.230   239.000     1.284     0.000     0.436
   226.921   198.647   240.000     1.290     0.000     0.436
   227.356   199.065   241.000     1.295     0.000     0.436
   227.792   199.483   242.000     1.301     0.000     0.432
   228.228   199.902   243.000     1.306     0.000     0.432
   228.666   200.321   244.000     1.312     0.000     0.432
   229.103   200.740   245.000     1.317     0.000     0.432
   229.542   201.159   246.000     1.323     0.000     0.432
   229.981   201.579   247.000     1.329     0.000     0.428
   230.421   201.999   248.000     1.334     0.000     0.428
   230.861   202.419   249.000     1.340     0.000     0.428
   231.302   202.839   250.000     1.345     0.000     0.428
   231.744   203.260   251.000     1.351     0.000     0.424
   232.186   203.681   252.000     1.356     0.000     0.424
   232.629   204.103   253.000     1.362     0.000     0.424
   233.073   204.524   254.000     1.367     0.000     0.424
   233.517   204.946   255.000     1.373     0.000     0.424
   233.961   205.369   256.000     1.378     0.000     0.420
   234.407   205.791   257.000     1.384     0.000     0.420
   234.853   206.214   258.000     1.389     0.000     0.420
   235.299   206.637   259.000     1.395     0.000     0.420
   235.746   207.061   260.000     1.400     0.000     0.420
   236.194   207.484   261.000     1.406     0.000     0.416
   236.642   207.909   262.000     1.411     0.000     0.416
   237.091   208.333   263.000     1.417     0.000     0.416
   237.541   208.757   264.000     1.422     0.000     0.416
   237.991   209.182   265.000     1.428     0.000     0.416
   238.441   209.607   266.000     1.433     0.000     0.412
   238.892   210.033   267.000     1.439     0.000     0.412
   239.344   210.459   268.000     1.445     0.000     0.412
   239.796   210.885   269.000     1.450     0.000     0.412
   240.249   211.311   270.000     1.456     0.000     0.412
   240.703   211.738   271.000     1.461     0.000     0.409
   241.157   212.165   272.000     1.467     0.000     0.409
   241.611   212.592   273.000     1.472     0.000     0.409
   242.066   213.019   274.000     1.478     0.000     0.409
   242.522   213.447   275.000     1.483     0.000     0.409
   242.978   213.875   276.000     1.489     0.000     0.405
   243.435   214.303   277.000     1.494     0.000     0.405
   243.892   214.732   278.000     1.500     0.000     0.405
   244.350   215.161   279.000     1.505     0.000     0.405
   244.808   215.590   280.000     1.511     0.000     0.405
   245.267   216.020   281.000     1.516     0.000     0.401
   245.727   216.450   282.000     1.522     0.000     0.401
   246.186   216.880   283.000     1.527     0.000     0.401
   246.647   217.310   284.000     1.533     0.000     0.401
   247.108   217.741   285.000     1.538     0.000     0.401
   247.569   218.172   286.000     1.544     0.000     0.398
   248.031   218.603   287.000     1.549     0.000     0.398
   248.494   219.034   288.000     1.555     0.000     0.398
   248.957   219.466   289.000     1.561     0.000     0.398
   249.420   219.898   290.000     1.566     0.000     0.398
   249.884   220.330   291.000     1.572     0.000     0.394
   250.349   220.763   292.000     1.577     0.000     0.394
   250.814   221.196   293.000     1.583     0.000     0.394
   251.279   221.629   294.000     1.588     0.000     0.394
   251.745   222.063   295.000     1.594     0.000     0.391
   252.212   222.496   296.000     1.599     0.000     0.391
   252.679   222.931   297.000     1.605     0.000     0.391
   253.146   223.365   298.000     1.610     0.000     0.391
   253.614   223.799   299.000     1.616     0.000     0.391
   254.083   224.234   300.000     1.621     0.000     0.387
   254.552   224.670   301.000     1.627     0.000     0.387
   255.021   225.105   302.000     1.632     0.000     0.387
   255.491   225.541   303.000     1.638     0.000     0.387
   255.962   225.977   304.000     1.643     0.000     0.387
   256.433   226.413   305.000     1.649     0.000     0.384
   256.904   226.850   306.000     1.654     0.000     0.384
   257.376   227.287   307.000     1.660     0.000     0.384
   257.848   227.724   308.000     1.666     0.000     0.384
   258.321   228.161   309.000     1.671     0.000     0.384
   258.794   228.599   310.000     1.677     0.000     0.380
   259.268   229.037   311.000     1.682     0.000     0.380
   259.742   229.475   312.000     1.688     0.000     0.380
   260.216   229.914   313.000     1.693     0.000     0.380
   260.692   230.353   314.000     1.699     0.000     0.380
   261.167   230.792   315.000     1.704     0.000     0.377
   261.643   231.231   316.000     1.710     0.000     0.377
   262.120   231.671   317.000     1.715     0.000     0.377
   262.596   232.111   318.000     1.721     0.000     0.377
   263.074   232.551   319.000     1.726     0.000     0.377
   263.552   232.992   320.000     1.732     0.000     0.374
   264.030   233.433   321.000     1.737     0.000     0.374
   264.509   233.874   322.000     1.743     0.000     0.374
   264.988   234.315   323.000     1.748     0.000     0.374
   265.467   234.757   324.000     1.754     0.000     0.374
   265.947   235.199   325.000     1.759     0.000     0.371
   266.428   235.641   326.000     1.765     0.000     0.371
   266.909   236.083   327.000     1.771     0.000     0.371
   267.390   236.526   328.000     1.776     0.000     0.371
   267.872   236.969   329.000     1.782     0.000     0.371
   268.354   237.412   330.000     1.787     0.000     0.367
   268.837   237.856   331.000     1.793     0.000     0.367
   269.320   238.300   332.000     1.798     0.000     0.367
   269.803   238.744   333.000     1.804     0.000     0.367
   270.287   239.189   334.000     1.809     0.000     0.367
   270.772   239.633   335.000     1.815     0.000     0.364
   271.256   240.078   336.000     1.820     0.000     0.364
   271.742   240.524   337.000     1.826     0.000     0.364
   272.227   240.969   338.000     1.831     0.000     0.364
   272.713   241.415   339.000     1.837     0.000     0.361
   273.200   241.861   340.000     1.842     0.000     0.361
   273.687   242.307   341.000     1.848     0.000     0.361
   274.174   242.754   342.000     1.853     0.000     0.361
   274.662   243.201   343.000     1.859     0.000     0.361
   275.150   243.648   344.000     1.864     0.000     0.358
   275.639   244.096   345.000     1.870     0.000     0.358
   276.127   244.543   346.000     1.876     0.000     0.358
   276.617   244.991   347.000     1.881     0.000     0.358
   277.107   245.440   348.000     1.887     0.000     0.358
   277.597   245.888   349.000     1.892     0.000     0.355
   278.088   246.337   350.000     1.898     0.000     0.355
   278.579   246.786   351.000     1.903     0.000     0.355
   279.070   247.236   352.000     1.909     0.000     0.355
   279.562   247.685   353.000     1.914     0.000     0.355
   280.054   248.135   354.000     1.920     0.000     0.352
   280.547   248.586   355.000     1.925     0.000     0.352
   281.040   249.036   356.000     1.931     0.000     0.352
   281.533   249.487   357.000     1.936     0.000     0.352
   282.027   249.938   358.000     1.942     0.000     0.352
   282.521   250.389   359.000     1.947     0.000     0.349
   283.016   250.841   360.000     1.953     0.000     0.349
   283.511   251.293   361.000     1.958     0.000     0.349
   284.006   251.745   362.000     1.964     0.000     0.349
   284.502   252.197   363.000     1.969     0.000     0.349
   284.999   252.650   364.000     1.975     0.000     0.346
   285.495   253.103   365.000     1.981     0.000     0.346
   285.992   253.556   366.000     1.986     0.000     0.346
   286.490   254.010   367.000     1.992     0.000     0.346
   286.987   254.464   368.000     1.997     0.000     0.346
   287.486   254.918   369.000     2.003     0.000     0.343
   287.984   255.372   370.000     2.008     0.000     0.343
   288.483   255.827   371.000     2.014     0.000     0.343
   288.982   256.281   372.000     2.019     0.000     0.343
   289.482   256.737   373.000     2.025     0.000     0.343
   289.982   257.192   374.000     2.030     0.000     0.340
   290.483   257.648   375.000     2.036     0.000     0.340
   290.984   258.104   376.000     2.041     0.000     0.340
   291.485   258.560   377.000     2.047     0.000     0.340
   291.986   259.016   378.000     2.052     0.000     0.340
   292.488   259.473   379.000     2.058     0.000     0.338
   292.991   259.930   380.000     2.063     0.000     0.338
   293.494   260.387   381.000     2.069     0.000     0.338
   293.997   260.845   382.000     2.074     0.000     0.338
   294.500   261.303   383.000     2.080     0.000     0.335
   295.004   261.761   384.000     2.086     0.000     0.335
   295.508   262.219   385.000     2.091     0.000     0.335
   296.013   262.678   386.000     2.097     0.000     0.335
   296.518   263.137   387.000     2.102     0.000     0.335
   297.023   263.596   388.000     2.108     0.000     0.332
   297.529   264.056   389.000     2.113     0.000     0.332
