****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth
      Step (FluxAvg)       (m)       (m)       (m)       (m)
       518   242.157    10.321    12.267     2.562    -4.254
       519   242.335    10.355    12.290     2.564    -4.262
       520   242.508    10.390    12.312     2.566    -4.271
       521   242.676    10.423    12.334     2.567    -4.279
       522   242.840    10.456    12.357     2.569    -4.287
       523   242.999    10.488    12.379     2.571    -4.295
       524   243.153    10.520    12.401     2.572    -4.303
       525   243.303    10.551    12.423     2.574    -4.310
       526   243.448    10.582    12.445     2.576    -4.318
       527   243.589    10.611    12.467     2.577    -4.325
       528   243.726    10.641    12.489     2.579    -4.332
       529   243.859    10.669    12.510     2.581    -4.338
       530   243.988    10.697    12.532     2.582    -4.345
       531   244.114    10.724    12.554     2.584    -4.351
       532   244.235    10.751    12.575     2.586    -4.358
       533   244.353    10.777    12.597     2.587    -4.364
       534   244.466    10.802    12.618     2.589    -4.369
       535   244.577    10.827    12.640     2.590    -4.375
       536   244.684    10.851    12.661     2.592    -4.381
       537   244.787    10.875    12.682     2.594    -4.386
       538   244.887    10.898    12.703     2.595    -4.391
       539   244.984    10.920    12.724     2.597    -4.396
       540   245.077    10.942    12.746     2.598    -4.401
       541   245.168    10.963    12.767     2.600    -4.405
       542   245.255    10.983    12.788     2.602    -4.410
       543   245.339    11.003    12.809     2.603    -4.414
       544   245.420    11.022    12.830     2.605    -4.418
       545   245.498    11.041    12.850     2.606    -4.422
       546   245.573    11.058    12.871     2.608    -4.426
       547   245.645    11.076    12.892     2.609    -4.430
       548   245.715    11.092    12.913     2.611    -4.433
       549   245.781    11.108    12.934     2.613    -4.436
       550   245.845    11.124    12.954     2.614    -4.440
       551   245.906    11.138    12.975     2.616    -4.443
       552   245.964    11.153    12.995     2.617    -4.446
       553   246.020    11.166    13.016     2.619    -4.448
       554   246.073    11.179    13.037     2.620    -4.451
       555   246.123    11.191    13.057     2.622    -4.453
       556   246.171    11.203    13.078     2.623    -4.456
       557   246.216    11.214    13.098     2.625    -4.458
       558   246.259    11.224    13.119     2.626    -4.460
       559   246.299    11.234    13.139     2.628    -4.462
       560   246.337    11.243    13.159     2.629    -4.463
       561   246.372    11.252    13.180     2.631    -4.465
       562   246.405    11.260    13.200     2.632    -4.466
       563   246.436    11.267    13.221     2.634    -4.467
       564   246.464    11.273    13.241     2.636    -4.469
       565   246.489    11.279    13.261     2.637    -4.469
       566   246.513    11.285    13.282     2.639    -4.470
       567   246.534    11.290    13.302     2.640    -4.471
       568   246.553    11.294    13.322     2.642    -4.472
       569   246.569    11.297    13.343     2.643    -4.472
       570   246.584    11.300    13.363     2.645    -4.472
       571   246.596    11.302    13.383     2.646    -4.472
---------------------- Local maximum rise or fall --------------------
       572   246.607    11.304    13.403     2.648    -4.472
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :     114.72 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time
        ()       (m)       (m)    (hrs.)
   246.607   114.733    13.662     0.000
   246.607   114.853    14.000     0.002
   246.607   115.207    15.000     0.008
   246.607   115.562    16.000     0.013
   246.607   115.917    17.000     0.019
   246.607   116.272    18.000     0.025
   246.607   116.628    19.000     0.030
   246.607   116.984    20.000     0.036
   246.607   117.340    21.000     0.042
   246.607   117.697    22.000     0.047
   246.607   118.052    23.000     0.053
   246.607   118.408    24.000     0.058
   246.607   118.763    25.000     0.064
   246.607   119.119    26.000     0.069
   246.607   119.475    27.000     0.075
   246.607   119.832    28.000     0.081
   246.607   120.189    29.000     0.086
   246.607   120.546    30.000     0.092
   246.607   120.904    31.000     0.097
   246.607   121.261    32.000     0.103
   246.607   121.619    33.000     0.109
   246.607   121.977    34.000     0.114
   246.608   122.335    35.000     0.120
   246.608   122.694    36.000     0.125
   246.609   123.052    37.000     0.131
   246.610   123.412    38.000     0.136
   246.612   123.771    39.000     0.142
   246.614   124.131    40.000     0.148
   246.617   124.491    41.000     0.153
   246.621   124.852    42.000     0.159
   246.625   125.212    43.000     0.164
   246.632   125.573    44.000     0.170
   246.639   125.935    45.000     0.175
   246.649   126.296    46.000     0.181
   246.660   126.658    47.000     0.187
   246.673   127.021    48.000     0.192
   246.689   127.383    49.000     0.198
   246.708   127.746    50.000     0.203
   246.729   128.109    51.000     0.209
   246.753   128.473    52.000     0.214
   246.781   128.836    53.000     0.220
   246.812   129.201    54.000     0.225
   246.846   129.565    55.000     0.231
   246.885   129.930    56.000     0.237
   246.928   130.295    57.000     0.242
   246.975   130.660    58.000     0.248
   247.026   131.026    59.000     0.253
   247.083   131.392    60.000     0.259
   247.144   131.758    61.000     0.264
   247.209   132.125    62.000     0.270
   247.280   132.491    63.000     0.275
   247.356   132.859    64.000     0.281
   247.438   133.226    65.000     0.287
   247.525   133.594    66.000     0.292
   247.617   133.962    67.000     0.298
   247.715   134.330    68.000     0.303
   247.818   134.699    69.000     0.309
   247.927   135.068    70.000     0.314
   248.042   135.437    71.000     0.320
   248.162   135.807    72.000     0.325
   248.289   136.177    73.000     0.331
   248.421   136.547    74.000     0.337
   248.559   136.918    75.000     0.342
   248.703   137.289    76.000     0.348
   248.853   137.660    77.000     0.353
   249.008   138.031    78.000     0.359
   249.170   138.403    79.000     0.364
   249.337   138.775    80.000     0.370
   249.510   139.147    81.000     0.375
   249.690   139.520    82.000     0.381
   249.874   139.893    83.000     0.386
   250.065   140.266    84.000     0.392
   250.261   140.639    85.000     0.398
   250.463   141.013    86.000     0.403
   250.671   141.387    87.000     0.409
   250.884   141.762    88.000     0.414
   251.103   142.136    89.000     0.420
   251.327   142.511    90.000     0.425
   251.557   142.887    91.000     0.431
   251.792   143.262    92.000     0.436
   252.033   143.638    93.000     0.442
   252.279   144.014    94.000     0.447
   252.530   144.391    95.000     0.453
   252.786   144.768    96.000     0.459
   253.048   145.145    97.000     0.464
   253.315   145.522    98.000     0.470
   253.586   145.900    99.000     0.475
   253.863   146.278   100.000     0.481
   254.145   146.657   101.000     0.486
............................. Reached Chronic Mixing Zone ..........................
   254.431   147.035   102.000     0.492
   254.722   147.414   103.000     0.497
   255.018   147.793   104.000     0.503
   255.319   148.173   105.000     0.508
   255.624   148.553   106.000     0.514
   255.934   148.933   107.000     0.519
   256.248   149.313   108.000     0.525
   256.567   149.694   109.000     0.530
   256.890   150.075   110.000     0.536
   257.218   150.456   111.000     0.542
   257.550   150.838   112.000     0.547
   257.886   151.220   113.000     0.553
   258.226   151.602   114.000     0.558
   258.570   151.985   115.000     0.564
   258.918   152.368   116.000     0.569
   259.271   152.751   117.000     0.575
   259.627   153.134   118.000     0.580
   259.987   153.518   119.000     0.586
   260.351   153.902   120.000     0.591
   260.718   154.286   121.000     0.597
   261.090   154.671   122.000     0.602
   261.465   155.056   123.000     0.608
   261.843   155.441   124.000     0.613
   262.226   155.827   125.000     0.619
   262.611   156.213   126.000     0.625
   263.001   156.599   127.000     0.630
   263.393   156.985   128.000     0.636
   263.789   157.372   129.000     0.641
   264.189   157.759   130.000     0.647
   264.591   158.147   131.000     0.652
   264.997   158.534   132.000     0.658
   265.406   158.922   133.000     0.663
   265.818   159.311   134.000     0.669
   266.234   159.699   135.000     0.674
   266.652   160.088   136.000     0.680
   267.073   160.478   137.000     0.685
   267.498   160.867   138.000     0.691
   267.925   161.257   139.000     0.696
   268.355   161.647   140.000     0.702
   268.788   162.037   141.000     0.707
   269.224   162.428   142.000     0.713
   269.663   162.819   143.000     0.719
   270.104   163.211   144.000     0.724
   270.548   163.602   145.000     0.730
   270.995   163.994   146.000     0.735
   271.444   164.386   147.000     0.741
   271.896   164.779   148.000     0.746
   272.351   165.172   149.000     0.752
   272.808   165.565   150.000     0.757
   273.268   165.958   151.000     0.763
   273.730   166.352   152.000     0.768
   274.194   166.746   153.000     0.774
   274.661   167.141   154.000     0.779
   275.131   167.535   155.000     0.785
   275.602   167.930   156.000     0.790
   276.076   168.326   157.000     0.796
   276.552   168.721   158.000     0.801
   277.031   169.117   159.000     0.807
   277.512   169.513   160.000     0.812
   277.994   169.910   161.000     0.818
   278.480   170.307   162.000     0.824
   278.967   170.704   163.000     0.829
   279.456   171.101   164.000     0.835
   279.948   171.499   165.000     0.840
   280.441   171.897   166.000     0.846
   280.937   172.295   167.000     0.851
   281.434   172.694   168.000     0.857
   281.934   173.092   169.000     0.862
   282.435   173.492   170.000     0.868
   282.939   173.891   171.000     0.873
   283.444   174.291   172.000     0.879
   283.952   174.691   173.000     0.884
   284.461   175.091   174.000     0.890
   284.972   175.492   175.000     0.895
   285.485   175.893   176.000     0.901
   285.999   176.294   177.000     0.906
   286.516   176.696   178.000     0.912
   287.034   177.098   179.000     0.917
   287.554   177.500   180.000     0.923
   288.076   177.903   181.000     0.929
   288.599   178.305   182.000     0.934
   289.125   178.709   183.000     0.940
   289.652   179.112   184.000     0.945
   290.180   179.516   185.000     0.951
   290.710   179.920   186.000     0.956
   291.242   180.324   187.000     0.962
   291.776   180.729   188.000     0.967
   292.310   181.133   189.000     0.973
   292.847   181.539   190.000     0.978
   293.385   181.944   191.000     0.984
   293.925   182.350   192.000     0.989
   294.466   182.756   193.000     0.995
   295.009   183.162   194.000     1.000
   295.553   183.569   195.000     1.006
   296.099   183.976   196.000     1.011
   296.646   184.383   197.000     1.017
   297.194   184.791   198.000     1.022
   297.745   185.199   199.000     1.028
   298.296   185.607   200.000     1.033
   298.849   186.015   201.000     1.039
   299.403   186.424   202.000     1.045
   299.959   186.833   203.000     1.050
   300.516   187.243   204.000     1.056
   301.074   187.652   205.000     1.061
   301.634   188.062   206.000     1.067
   302.195   188.473   207.000     1.072
   302.757   188.883   208.000     1.078
   303.321   189.294   209.000     1.083
   303.886   189.705   210.000     1.089
   304.452   190.117   211.000     1.094
   305.020   190.528   212.000     1.100
   305.589   190.940   213.000     1.105
   306.159   191.353   214.000     1.111
   306.730   191.765   215.000     1.116
   307.302   192.178   216.000     1.122
   307.876   192.591   217.000     1.127
   308.451   193.005   218.000     1.133
   309.027   193.419   219.000     1.138
   309.605   193.833   220.000     1.144
   310.183   194.247   221.000     1.149
   310.763   194.662   222.000     1.155
   311.343   195.077   223.000     1.161
   311.925   195.492   224.000     1.166
   312.508   195.908   225.000     1.172
   313.093   196.324   226.000     1.177
   313.678   196.740   227.000     1.183
   314.264   197.156   228.000     1.188
   314.852   197.573   229.000     1.194
   315.441   197.990   230.000     1.199
   316.030   198.407   231.000     1.205
   316.621   198.825   232.000     1.210
   317.213   199.243   233.000     1.216
   317.806   199.661   234.000     1.221
   318.400   200.079   235.000     1.227
   318.995   200.498   236.000     1.232
   319.591   200.917   237.000     1.238
   320.188   201.337   238.000     1.243
   320.786   201.756   239.000     1.249
   321.385   202.176   240.000     1.254
   321.985   202.597   241.000     1.260
   322.586   203.017   242.000     1.265
   323.188   203.438   243.000     1.271
   323.791   203.859   244.000     1.276
   324.395   204.280   245.000     1.282
   325.000   204.702   246.000     1.288
   325.606   205.124   247.000     1.293
   326.213   205.546   248.000     1.299
   326.821   205.969   249.000     1.304
   327.430   206.392   250.000     1.310
   328.040   206.815   251.000     1.315
   328.650   207.238   252.000     1.321
   329.262   207.662   253.000     1.326
   329.874   208.086   254.000     1.332
   330.488   208.510   255.000     1.337
   331.102   208.935   256.000     1.343
   331.717   209.360   257.000     1.348
   332.333   209.785   258.000     1.354
   332.950   210.210   259.000     1.359
   333.568   210.636   260.000     1.365
   334.187   211.062   261.000     1.370
   334.807   211.489   262.000     1.376
   335.427   211.915   263.000     1.381
   336.049   212.342   264.000     1.387
   336.671   212.769   265.000     1.392
   337.294   213.197   266.000     1.398
   337.918   213.624   267.000     1.404
   338.543   214.053   268.000     1.409
   339.168   214.481   269.000     1.415
   339.795   214.909   270.000     1.420
   340.422   215.338   271.000     1.426
   341.050   215.768   272.000     1.431
   341.679   216.197   273.000     1.437
   342.308   216.627   274.000     1.442
   342.939   217.057   275.000     1.448
   343.570   217.487   276.000     1.453
   344.202   217.918   277.000     1.459
   344.835   218.349   278.000     1.464
   345.469   218.780   279.000     1.470
   346.103   219.211   280.000     1.475
   346.739   219.643   281.000     1.481
   347.375   220.075   282.000     1.486
   348.012   220.507   283.000     1.492
   348.649   220.940   284.000     1.497
   349.287   221.373   285.000     1.503
   349.927   221.806   286.000     1.508
   350.566   222.240   287.000     1.514
   351.207   222.673   288.000     1.519
   351.848   223.107   289.000     1.525
   352.490   223.542   290.000     1.531
   353.133   223.976   291.000     1.536
   353.777   224.411   292.000     1.542
   354.421   224.846   293.000     1.547
   355.066   225.282   294.000     1.553
   355.712   225.717   295.000     1.558
   356.359   226.153   296.000     1.564
   357.006   226.590   297.000     1.569
   357.654   227.026   298.000     1.575
   358.302   227.463   299.000     1.580
   358.952   227.900   300.000     1.586
   359.602   228.338   301.000     1.591
   360.253   228.775   302.000     1.597
   360.904   229.213   303.000     1.602
   361.556   229.652   304.000     1.608
   362.209   230.090   305.000     1.613
   362.863   230.529   306.000     1.619
   363.517   230.968   307.000     1.624
   364.172   231.407   308.000     1.630
   364.827   231.847   309.000     1.635
   365.484   232.287   310.000     1.641
   366.141   232.727   311.000     1.647
   366.798   233.168   312.000     1.652
   367.457   233.608   313.000     1.658
   368.116   234.050   314.000     1.663
   368.775   234.491   315.000     1.669
   369.436   234.932   316.000     1.674
   370.097   235.374   317.000     1.680
   370.758   235.817   318.000     1.685
   371.421   236.259   319.000     1.691
   372.083   236.702   320.000     1.696
   372.747   237.145   321.000     1.702
   373.411   237.588   322.000     1.707
   374.076   238.032   323.000     1.713
   374.742   238.475   324.000     1.718
   375.408   238.919   325.000     1.724
   376.075   239.364   326.000     1.729
   376.742   239.809   327.000     1.735
   377.410   240.253   328.000     1.740
   378.079   240.699   329.000     1.746
   378.748   241.144   330.000     1.752
   379.418   241.590   331.000     1.757
   380.089   242.036   332.000     1.763
   380.760   242.482   333.000     1.768
   381.432   242.929   334.000     1.774
   382.104   243.376   335.000     1.779
   382.777   243.823   336.000     1.785
   383.451   244.270   337.000     1.790
   384.125   244.718   338.000     1.796
   384.800   245.166   339.000     1.801
   385.476   245.614   340.000     1.807
   386.152   246.063   341.000     1.812
   386.828   246.512   342.000     1.818
   387.506   246.961   343.000     1.823
   388.184   247.410   344.000     1.829
   388.862   247.860   345.000     1.834
   389.541   248.310   346.000     1.840
   390.221   248.760   347.000     1.845
   390.901   249.210   348.000     1.851
   391.582   249.661   349.000     1.856
   392.264   250.112   350.000     1.862
   392.946   250.563   351.000     1.868
   393.628   251.015   352.000     1.873
   394.311   251.467   353.000     1.879
   394.995   251.919   354.000     1.884
   395.679   252.371   355.000     1.890
   396.364   252.824   356.000     1.895
   397.050   253.277   357.000     1.901
   397.736   253.730   358.000     1.906
   398.423   254.183   359.000     1.912
   399.110   254.637   360.000     1.917
   399.798   255.091   361.000     1.923
   400.486   255.545   362.000     1.928
   401.175   256.000   363.000     1.934
   401.864   256.455   364.000     1.939
   402.554   256.910   365.000     1.945
   403.245   257.365   366.000     1.950
   403.936   257.821   367.000     1.956
   404.628   258.277   368.000     1.961
   405.320   258.733   369.000     1.967
   406.013   259.189   370.000     1.972
   406.706   259.646   371.000     1.978
   407.400   260.103   372.000     1.984
   408.095   260.560   373.000     1.989
   408.790   261.018   374.000     1.995
   409.485   261.475   375.000     2.000
   410.182   261.933   376.000     2.006
   410.878   262.392   377.000     2.011
   411.575   262.850   378.000     2.017
   412.273   263.309   379.000     2.022
   412.971   263.768   380.000     2.028
   413.670   264.228   381.000     2.033
   414.370   264.687   382.000     2.039
   415.070   265.147   383.000     2.044
   415.770   265.607   384.000     2.050
   416.471   266.068   385.000     2.055
   417.172   266.529   386.000     2.061
   417.874   266.990   387.000     2.066
   418.577   267.451   388.000     2.072
   419.280   267.912   389.000     2.077
   419.984   268.374   390.000     2.083
   420.688   268.836   391.000     2.089
   421.392   269.299   392.000     2.094
   422.098   269.761   393.000     2.100
   422.803   270.224   394.000     2.105
   423.510   270.687   395.000     2.111
   424.216   271.151   396.000     2.116
   424.924   271.614   397.000     2.122
   425.631   272.078   398.000     2.127
   426.340   272.543   399.000     2.133
   427.048   273.007   400.000     2.138
   427.758   273.472   401.000     2.144
   428.468   273.937   402.000     2.149
   429.178   274.402   403.000     2.155
   429.889   274.868   404.000     2.160
   430.600   275.333   405.000     2.166
   431.312   275.799   406.000     2.171
   432.024   276.266   407.000     2.177
   432.737   276.732   408.000     2.182
   433.451   277.199   409.000     2.188
   434.164   277.666   410.000     2.194
   434.879   278.134   411.000     2.199
   435.594   278.601   412.000     2.205
   436.309   279.069   413.000     2.210
   437.025   279.538   414.000     2.216
   437.741   280.006   415.000     2.221
   438.458   280.475   416.000     2.227
   439.176   280.944   417.000     2.232
   439.894   281.413   418.000     2.238
   440.612   281.882   419.000     2.243
   441.331   282.352   420.000     2.249
   442.050   282.822   421.000     2.254
   442.770   283.292   422.000     2.260
   443.490   283.763   423.000     2.265
   444.211   284.234   424.000     2.271
   444.932   284.705   425.000     2.276
   445.654   285.176   426.000     2.282
   446.377   285.648   427.000     2.287
   447.099   286.120   428.000     2.293
   447.823   286.592   429.000     2.299
   448.546   287.064   430.000     2.304
   449.271   287.537   431.000     2.310
   449.995   288.010   432.000     2.315
   450.721   288.483   433.000     2.321
   451.446   288.956   434.000     2.326
   452.172   289.430   435.000     2.332
   452.899   289.904   436.000     2.337
   453.626   290.378   437.000     2.343
   454.354   290.853   438.000     2.348
   455.082   291.327   439.000     2.354
   455.810   291.802   440.000     2.359
   456.539   292.278   441.000     2.365
   457.269   292.753   442.000     2.370
   457.999   293.229   443.000     2.376
   458.729   293.705   444.000     2.381
   459.460   294.181   445.000     2.387
   460.192   294.658   446.000     2.393
   460.923   295.135   447.000     2.398
   461.656   295.612   448.000     2.404
   462.388   296.089   449.000     2.409
   463.122   296.567   450.000     2.415
   463.855   297.044   451.000     2.420
   464.590   297.523   452.000     2.426
   465.324   298.001   453.000     2.431
   466.059   298.480   454.000     2.437
   466.795   298.958   455.000     2.442
   467.531   299.438   456.000     2.448
   468.268   299.917   457.000     2.453
   469.005   300.397   458.000     2.459
   469.742   300.877   459.000     2.464
   470.480   301.357   460.000     2.470
   471.218   301.837   461.000     2.475
   471.957   302.318   462.000     2.481
   472.696   302.799   463.000     2.486
   473.436   303.280   464.000     2.492
   474.176   303.761   465.000     2.498
   474.917   304.243   466.000     2.503
   475.658   304.725   467.000     2.509
   476.400   305.207   468.000     2.514
   477.142   305.690   469.000     2.520
   477.884   306.173   470.000     2.525
   478.627   306.656   471.000     2.531
   479.370   307.139   472.000     2.536
   480.114   307.622   473.000     2.542
   480.859   308.106   474.000     2.547
   481.603   308.590   475.000     2.553
   482.348   309.074   476.000     2.558
   483.094   309.559   477.000     2.564
   483.840   310.044   478.000     2.569
   484.587   310.529   479.000     2.575
   485.334   311.014   480.000     2.580
   486.081   311.500   481.000     2.586
   486.829   311.985   482.000     2.592
   487.577   312.471   483.000     2.597
   488.326   312.958   484.000     2.603
   489.075   313.444   485.000     2.608
   489.825   313.931   486.000     2.614
   490.575   314.418   487.000     2.619
   491.326   314.905   488.000     2.625
   492.077   315.393   489.000     2.630
   492.828   315.881   490.000     2.636
   493.580   316.369   491.000     2.641
   494.332   316.857   492.000     2.647
   495.085   317.346   493.000     2.652
   495.838   317.835   494.000     2.658
   496.592   318.324   495.000     2.663
   497.346   318.813   496.000     2.669
   498.100   319.303   497.000     2.674
   498.855   319.793   498.000     2.680
   499.611   320.283   499.000     2.685
   500.366   320.773   500.000     2.691
   501.123   321.264   501.000     2.697
   501.879   321.755   502.000     2.702
   501.959   321.806   502.106     2.703
